dispensary_name,postal_city,county,full_address,long,lat
Moss Crossing,Portland,Multnomah,"5938 N Greeley Ave , Portland, Or",-122.6953291,45.5662888
Mr. Nice Guy - Portland,Portland,Multnomah,"1034 Se 122Nd Avenue , Portland, Or",-122.5374133,45.5155829
Mr. Nice Guy Holgate,Portland,Multnomah,"11030 Se Holgate Blvd , Portland, Or",-122.5492966,45.4895469
Mr. Nice Guy Portland,Portland,Multnomah,"5230 Se 52Nd Ave , Portland, Or",-122.6086128,45.4847572
Multnomah Greens,Portland,Multnomah,"3005 Sw Multnomah Blvd. , Portland, Or",-122.7078859,45.4666161
Natural Remedies,Portland,Multnomah,"8720 Sw Barbur Ct Suite Z , Portland, Or",-122.7036445,45.4619102
Natural Wonders,Portland,Multnomah,"3831 Se Main St. , Portland, Or",-122.6237958,45.5137847
Nebula Cannabis,Portland,Multnomah,"11605 Se Powell Blvd , Portland, Or",-122.5432427,45.4971002
Nectar,Portland,Multnomah,"3350 Ne Sandy Blvd , Portland, Or",-122.6296643,45.5318842
Nectar,Portland,Multnomah,"10931 Sw 53Rd Avenue , Portland, Or",-122.7313051,45.4462854
Nectar,Portland,Multnomah,"4125 N Mississippi Avenue , Portland, Or",-122.675788,45.5536463
Nectar,Portland,Multnomah,"5918 Se 89Th Ave , Portland, Or",-122.5711781,45.4796074
Nectar,Portland,Multnomah,"9127 Se Stark Street , Portland, Or",-122.5694955,45.5192631
Nectar,Portland,Multnomah,"8601 Sw Terwilliger Blvd , Portland, Or",-122.6853259,45.4624019
Nectar,Portland,Multnomah,"4709 Sw Beaverton Hillsdale Hwy. , Portland, Or",-122.7250891,45.486185
Nectar Markets,Portland,Multnomah,"1019 Ne 122Nd Avenue , Portland, Or",-122.5380381,45.5300417
One Draw Two,Portland,Multnomah,"11711 Ne Halsey Street , Portland, Or",-122.5424342,45.5337267
Orcl Llc,Portland,Multnomah,"604 Nw 12Th Ave. , Portland, Or",-122.6830421,45.5276052
Oregon Bud Company,Portland,Multnomah,"5515 Se 122 Ave , Portland, Or",-122.5382736,45.4826835
Oregon Bud Company,Portland,Multnomah,"4511 Se Cesar E Chavez Blvd , Portland, Or",-122.6231117,45.4900316
Oregon Grown,Portland,Multnomah,"324 Se 82Nd Ave , Portland, Or",-122.5786593,45.520074
Oregon High,Portland,Multnomah,"3944 Ne Cully Blvd , Portland, Or",-122.6038886,45.5515353
Oregon House Of Herbs,Portland,Multnomah,"8105 N Fessenden , Portland, Or",-122.746267,45.5962476
Oregon Weedery,Portland,Multnomah,"2312 Nw Kearney St , Portland, Or",-122.6989696,45.5289287
Oregon'S Best Buds,Portland,Multnomah,"10128 East Burnside St. A, Portland, Or",-122.558723,45.5222713
Oregon'S Finest,Portland,Multnomah,"736 Ne Martin Luther King Jr. Blvd  , Portland, Or",-122.6612713,45.5283576
Oregon'S Finest,Portland,Multnomah,"1327 Nw Kearney St , Portland, Or",-122.6848883,45.5294552
Oregon'S Own,Portland,Multnomah,"7881 Sw Capitol Hwy , Portland, Or",-122.7145241,45.4678105
Oregrown Portland,Portland,Multnomah,"111 Ne 12Th Ave Suite A  , Portland, Or",-122.6538538,45.5237889
Pacific Gold,Portland,Multnomah,"1010 Sw Gibbs St , Portland, Or",-122.6904574,45.4990733
Pacific Green,Portland,Multnomah,"710 Ne Killingsworth Street , Portland, Or",-122.6584313,45.5624937
Pakalolo,Portland,Multnomah,"1528 Se Holgate Blvd , Portland, Or",-122.6497223,45.4901547
Papa Buds,Portland,Multnomah,"4020 Se Cesar E Chavez Blvd , Portland, Or",-122.6223212,45.4935896
Paradise Found,Portland,Multnomah,"10735 Ne Halsey St , Portland, Or",-122.5521077,45.5338285
Pdxweedz,Portland,Multnomah,"9810 E. Burnside Street , Portland, Or",-122.5629036,45.5223889
Plane Jane'S,Portland,Multnomah,"10530 Ne Simpson St. , Portland, Or",-122.554312,45.5650921
Plus Dispensary ,Portland,Multnomah,"45 Ne 122Nd Ave , Portland, Or",-122.5380776,45.5232538
Portland Best Buds,Portland,Multnomah,"6313B N. Lombard St , Portland, Or",-122.7312097,45.5854525
Portland Canna Connection ,Portland,Multnomah,"1515 Se 46Th Ave , Portland, Or",-122.6154757,45.511754
Portland Extracts,Portland,Multnomah,"2123 Se Division St , Portland, Or",-122.6439941,45.5050903
Portland Green Oasis Llc,Portland,Multnomah,"1035 Se Tacoma Street Unit A  , Portland, Or",-122.6552115,45.4645449
Portland Pot Shop,Portland,Multnomah,"4730 N Lombard St , Portland, Or",-122.7164832,45.5795
Potmates,Portland,Multnomah,"4607 Sw Beaverton Hillsdale Hwy , Portland, Or",-122.7243009,45.4860685
Puddletown Organics,Portland,Multnomah,"8201 Se Powell Blvd Suite F, Portland, Or",-122.5780656,45.4978656
Pur Roots,Portland,Multnomah,"5816 Ne Portland Hwy , Portland, Or",-122.6027601,45.5671498
Pure Green,Portland,Multnomah,"3738 Ne Sandy Blvd , Portland, Or",-122.624239,45.5340102
Rebirth Portland,Portland,Multnomah,"10215 Se Foster Rd. , Portland, Or",-122.5580531,45.4771926
Refinery Canna Connoisseur,Portland,Multnomah,"2707 Ne Broadway St. , Portland, Or",-122.6379357,45.5353804
Releaf Health,Portland,Multnomah,"3213 Ne Martin Luther King Jr Blvd , Portland, Or",-122.6618467,45.5463433
Rip City Delivery,Portland,Multnomah,"3518 Sw Multnomah Blvd , Portland, Or",-122.7133611,45.4670002
Rj'S Leaf,Portland,Multnomah,"5501 Nw St. Helen'S Road , Portland, Or",-122.7439504,45.5618256
Rko,Portland,Multnomah,"8265 Se Mcloughlin Blvd , Portland, Or",-122.6389578,45.4630207
Sap House,Portland,Multnomah,"2367 Southeast 122Nd Ave , Portland, Or",-122.5380577,45.5051154
Satchel,Portland,Multnomah,"6900 N. Interstate Avenue , Portland, Or",-122.6818282,45.5728013
Sensimilla,Portland,Multnomah,"3210 N Lombard St , Portland, Or",-122.6996189,45.5769217
Serra Belmont,Portland,Multnomah,"2519 Se Belmont , Portland, Or",-122.6396581,45.5165842
Serra Downtown,Portland,Multnomah,"220 Sw First Avenue , Portland, Or",-122.6718377,45.5206144
Shaman Cannabis - Columbia,Portland,Multnomah,"3829 Ne Columbia Blvd , Portland, Or",-122.6236996,45.5726642
Shaman Cannabis - Halsey,Portland,Multnomah,"11134 Ne Halsey St , Portland, Or",-122.5478876,45.533101
Shango Premium Cannabis,Portland,Multnomah,"6033-A Ne Win Sivers Drive , Portland, Or",-122.5384469,45.566803
Shango Premium Cannabis,Portland,Multnomah,"8056 Harold Street , Portland, Or",-122.5801289,45.4829033
Shango Premium Cannabis,Portland,Multnomah,"8056 Se Harold St , Portland, Or",-122.5801289,45.4829033
Silver Stem,Portland,Multnomah,"1926 Ne 40Th Ave  , Portland, Or",-122.6218168,45.5369292
Slabtown,Portland,Multnomah,"2507 Nw Nicolai St. , Portland, Or",-122.7039543,45.5405675
Somewhere,Portland,Multnomah,"2128 Nw Overton Street , Portland, Or",-122.6950631,45.5318442
Stoney Only Portland,Portland,Multnomah,"110 Se Main St. Suite C, Portland, Or",-122.664238,45.5135328
Stumptown Cannabis - Lents,Portland,Multnomah,"6130 Se 82Nd Ave , Portland, Or",-122.5787688,45.4782702
Sweet Leaf Illusions,Portland,Multnomah,"8434 Se 82Nd Ave , Portland, Or",-122.578877,45.4626444
The Canna Shoppe ,Portland,Multnomah,"6316 Ne Halsey St , Portland, Or",-122.5984885,45.5335771
The Dime Store Cannabis,Portland,Multnomah,"8218 Se Holgate Blvd. , Portland, Or",-122.5783225,45.489985
The Dispensary On 52Nd,Portland,Multnomah,"4452 Se 52Nd Ave , Portland, Or",-122.608702,45.4904144
The Flowershop Powellhurst,Portland,Multnomah,"12550 Se Division St , Portland, Or",-122.5336184,45.5037663
The Green Front,Portland,Multnomah,"6834 Ne Glisan St. , Portland, Or",-122.5926722,45.526316
The Green Remedy ,Portland,Multnomah,"12436 Se Powell Blvd , Portland, Or",-122.5349333,45.4969602
The New Amsterdam,Portland,Multnomah,"2201 N Killingsworth St , Portland, Or",-122.6894287,45.5629168
The People'S Dispensary,Portland,Multnomah,"6714 Ne Sandy Blvd , Portland, Or",-122.5938606,45.5462238
Thurman Street Collective ,Portland,Multnomah,"2384 Nw Thurman St , Portland, Or",-122.7005718,45.5352759
Tj'S On Powell,Portland,Multnomah,"7827 Se Powell Blvd , Portland, Or",-122.5821524,45.4977146
"Today'S Herbal Choice Barbur, Llc",Portland,Multnomah,"9220 S.W Barbur Blvd Suite 107 , Portland, Or",-122.7088734,45.4586899
"Today'S Herbal Choice Fremont, Llc",Portland,Multnomah,"4605 Ne Fremont St Suite #105 , Portland, Or",-122.6156771,45.5485049
Tree House Collective,Portland,Multnomah,"2419 Ne Sandy Blvd , Portland, Or",-122.6411621,45.5277718
Tree Pdx,Portland,Multnomah,"5135 Nw St Helens Rd , Portland, Or",-122.7405565,45.5589659
Trees 102,Portland,Multnomah,"1234 Ne 102Nd Ave. , Portland, Or",-122.5577241,45.531769
Trees Corbett,Portland,Multnomah,"3607 Sw Corbett Ave. , Portland, Or",-122.6761251,45.497094
Truly Og,Portland,Multnomah,"4936 N Williams Ave , Portland, Or",-122.6664566,45.5588476
Truly Pure,Portland,Multnomah,"1006 Se Grand Ave Suite 104 , Portland, Or",-122.6603517,45.5155843
Uplift Botanicals,Portland,Multnomah,"5421 Ne 33Rd Ave , Portland, Or",-122.6308829,45.5624445
Urban Farmacy,Portland,Multnomah,"420 Ne 60Th Avenue , Portland, Or",-122.6020554,45.526079
Vidaverde,Portland,Multnomah,"7333 Ne Glisan St. , Portland, Or",-122.5870273,45.5265907
Virtue Supply Company,Portland,Multnomah,"510 Nw 11Th Ave , Portland, Or",-122.6819117,45.5268119
Weed Land Inc,Portland,Multnomah,"4027 N Interstate Ave , Portland, Or",-122.68132,45.5525605
"Wild West Emporium, Duke Street",Portland,Multnomah,"6126 Se Duke St, Unit A , Portland, Or",-122.6003996,45.4756862
"Wild West Emporium, Sandy Blvd",Portland,Multnomah,"15350 Ne Sandy Blvd, Unit C , Portland, Or",-122.5040511,45.551101
"Yak, Inc.",Portland,Multnomah,"1536 Nw 23Rd Ave. , Portland, Or",-122.698509,45.5339286
Zion Cannabis,Portland,Multnomah,"2331 Sw 6Th Ave. , Portland, Or",-122.6845588,45.5060977
Tetra Cannabis,Troutdale,Multnomah,"809 Ne Harlow Road , Troutdale, Or",-122.3866944,45.5453643
"Nw Compassion Medical Center, Inc",Wood Village,Multnomah,"1970 Ne 238Th Drive Suite B, Wood Village, Or",-122.4180889,45.5366427
Blackbird Indica,Independence,Polk,"319 S 10Th Street , Independence, Or",-123.1977767,44.8508604
Knotty Leaves,Independence,Polk,"769 N Main Suite C , Independence, Or",-123.1842961,44.8602285
Mary Jane,Independence,Polk,"905 N Main Street , Independence, Or",-123.1841505,44.8622375
Blackbird Crow,Monmouth,Polk,"593 & 597 Jackson St E  , Monmouth, Or",-123.2295593,44.8494834
Monmouth Cannabis,Monmouth,Polk,"210 South Pacific Highway Suite A , Monmouth, Or",-122.7870956,42.2474572
Oasis Cannabis,Monmouth,Polk,"221 Main Street East , Monmouth, Or",-123.2337093,44.8484053
Og Collective,Monmouth,Polk,"140/142/144 N Pacific Hwy , Monmouth, Or",-123.2296321,44.8491436
Homegrown Oregon,Salem,Polk,"1077 Edgewater St. Nw , Salem, Or",-123.0559564,44.9418245
Og Collective,Salem,Polk,"908 Edgewater St Nw Suite 100, Salem, Or",-123.0530664,44.9426632
West Salem Cannabis,Salem,Polk,"2625 Salem Dallas Hwy Nw Ste 100 , Salem, Or",-123.0810976,44.929551
Going Green Grand Ronde,Willamina,Polk,"8675 Fort Hill Rd. , Willamina, Or",-123.5554015,45.0608254
Oregon Coast Cannabis,Manzanita,Tillamook,"868 Laneda Avenue , Manzanita, Or",-123.9275047,45.7187952
Citi Zen,Pacific City,Tillamook,"6305 Pacific Ave , Pacific City, Or",-123.9632519,45.2018303
West,Pacific City,Tillamook,"34970 Brooten Road , Pacific City, Or",-123.962008,45.202082
La Mota,Rockaway Beach,Tillamook,"158 S Hwy 101 , Rockaway Beach, Or",-123.9436619,45.6121985
Mr. Nice Guy Rockaway,Rockaway Beach,Tillamook,"656 S. Highway 101 , Rockaway Beach, Or",-123.9452327,45.6037312
West,Rockaway Beach,Tillamook,"480 Hwy101 South , Rockaway Beach, Or",-123.9446348,45.6064261
Attis Trading Company,Tillamook,Tillamook,"1830 Goodspeed Road North , Tillamook, Or",-123.8456052,45.4709222
Nectar,Tillamook,Tillamook,"575 Main Avenue North , Tillamook, Or",-123.8440228,45.4614743
Sweet Relief Tillamook,Tillamook,Tillamook,"1906 1St St. , Tillamook, Or",-123.8446389,45.4580144
Today'S Herbal Choice Tillamook Llc,Tillamook,Tillamook,"2180 Larson Rd , Tillamook, Or",-123.8427362,45.469648
Green Man Collective,Wheeler,Tillamook,"675 Nehalem Blvd., Ste. A , Wheeler, Or",-123.882643,45.6892334
"High Desert Cannabis, Llc",Pendleton,Umatilla,"341 Sw 20Th St , Pendleton, Or",-118.8052111,45.6649665
Kind Leaf Pendleton,Pendleton,Umatilla,"1733 Sw Court Ave , Pendleton, Or",-118.8043002,45.6681972
Pendleton Cannabis,Pendleton,Umatilla,"816 Southgate , Pendleton, Or",-118.8073758,45.6603334
Thur'S Smoke Shop,Pendleton,Umatilla,"502 Se 16Th St , Pendleton, Or",-118.7694324,45.6744871
Columbia River Herbals Llc,The Dalles,Wasco,"2630 W 6Th St , The Dalles, Or",-121.2106047,45.6161238
High Mountain Recreational,The Dalles,Wasco,"2722 W 2Nd St , The Dalles, Or",-121.2091973,45.6182034
M Thrive Organics Llc,The Dalles,Wasco,"3226 West 2Nd Street , The Dalles, Or",-121.2116863,45.6224615
The Downtown Dispensary,The Dalles,Wasco,"705 E Second St , The Dalles, Or",-121.176604,45.599075
Three Kings Organics,The Dalles,Wasco,"224 Terminal Ave , The Dalles, Or",-121.1983875,45.6096335
Blooming Deals By Cannabis Nation,Beaverton,Washington,"15915 Nw Schendel Ave #104 , Beaverton, Or",-122.8407206,45.5204322
Electric Lettuce Denny,Beaverton,Washington,"6950 Sw 105Th  , Beaverton, Or",-122.7840766,45.4695961
"Green Mart, Llc",Beaverton,Washington,"12745 Sw Walker Rd. Ste 100A , Beaverton, Or",-122.808016,45.5026376
Growing Releaf,Beaverton,Washington,"4160 Sw 109Th Ave , Beaverton, Or",-122.7885886,45.4899641
Kaleafa,Beaverton,Washington,"10920 Sw Beaverton Hillsdale Hwy. , Beaverton, Or",-122.7890342,45.4862858
La Mota,Beaverton,Washington,"18918 Sw Shaw St , Beaverton, Or",-122.8717138,45.493513
La Mota ,Beaverton,Washington,"3695 Sw Elliot Place  , Beaverton, Or",-122.8530732,45.4930594
Nectar,Beaverton,Washington,"8705 Sw Hall Blvd , Beaverton, Or",-122.7834751,45.457035
Nectar ,Beaverton,Washington,"15930 Sw Regatta Ln , Beaverton, Or",-122.841356,45.5160095
Nectar ,Beaverton,Washington,"20595 Sw Tualatin Valley Highway Ste 102 , Beaverton, Or",-122.8890436,45.4966374
Oregon Bud Company Llc,Beaverton,Washington,"3270 Sw Cedar Hills Blvd #104, Beaverton, Or",-122.8083672,45.4962128
Sunshine Weed Company,Beaverton,Washington,"14195 Sw Allen Blvd. , Beaverton, Or",-122.8229022,45.4767259
The Green Planet,Beaverton,Washington,"10100 Sw Canyon Rd  , Beaverton, Or",-122.7808232,45.4928961
Mr. Nice Guy Retail,Cornelius,Washington,"3146 Baseline St , Cornelius, Or",-123.0326459,45.5203887
Oregrown Eugene,Eugene,Washington,"211 W. 6Th Avenue , Eugene, Or",-123.0962327,44.0535232
Defyne Premium Cannabis,Forest Grove,Washington,"3821 Pacific Avenue , Forest Grove, Or",-123.0804114,45.5206616
La Mota,Forest Grove,Washington,"3139 Pacific Ave , Forest Grove, Or",-123.0911175,45.5203587
Nectar ,Forest Grove,Washington,"3331 Pacific Avenue , Forest Grove, Or",-123.0884935,45.5204303
Phresh Cannabis,Forest Grove,Washington,"2743 19Th Avenue , Forest Grove, Or",-123.0973921,45.5186441
Defyne Premium Cannabis,Hillsboro,Washington,"1775 Se Tualatin Valley Highway  Building A, Hillsboro, Or",-122.9646145,45.5085538
Electric Lettuce Hillsboro,Hillsboro,Washington,"2795 Se Tualatin Valley Hwy , Hillsboro, Or",-122.9533306,45.5044716
Kaleafa,Hillsboro,Washington,"353 Sw Walnut St. , Hillsboro, Or",-122.9941986,45.5177975
Mr. Nice Guy Retail,Hillsboro,Washington,"778 West Main Street , Hillsboro, Or",-122.998269,45.522509
Nectar ,Hillsboro,Washington,"1180 Se 13Th Ave , Hillsboro, Or",-122.9686203,45.5105695
Speedy Janes,Hillsboro,Washington," 733 Sw Dennis Ave , Hillsboro, Or",-122.9961452,45.5145707
The Vth,Hillsboro,Washington,"1234 Sw Baseline St. Suite A , Hillsboro, Or",-123.0031206,45.5195558
Western Oregon Dispensary,Hillsboro,Washington,"652 Sw Baseline St. , Hillsboro, Or",-122.9975106,45.519853
The Green Planet,King City,Washington,"15350 Sw 116Th Ave  , King City, Or",-122.7952411,45.4085805
Puff Oregon,Manning,Washington,"47700 Nw Sunset Hwy , Manning, Or",-123.1680255,45.6672389
Chalice Farms,Portland,Washington,"16735 Sw Pacific Hwy, , Portland, Or",-122.7992888,45.3989229
Electric Lettuce Cedar Hills,Portland,Washington,"1450 Sw Marlow , Portland, Or",-122.7832136,45.5093112
Local Leaf,Portland,Washington,"7570 Sw 74Th Ave , Portland, Or",-122.751933,45.4655602
Parlour Cannabis Shoppe,Portland,Washington,"4702 Sw Scholls Ferry Road , Portland, Or",-122.749366,45.4853763
Stone Age Farmacy,Portland,Washington,"8621 Sw Canyon Dr. , Portland, Or",-122.7652719,45.4986616
Western Oregon Dispensary,Portland,Washington,"760 Nw Dale Ave , Portland, Or",-122.8123695,45.5252443
Western Oregon Dispensary,Sherwood,Washington,"15025 Sw Tualatin Sherwood Rd  Suite B, Sherwood, Or",-122.8315975,45.3682493
Cola Cove,Tigard,Washington,"13553 Sw Pacific Hwy , Tigard, Or",-122.7848712,45.422077
Kaleafa,Tigard,Washington,"11540 Sw Pacific Hwy , Tigard, Or",-122.7492355,45.4404395
The Cdc Dispensary,Tigard,Washington,"10015 Sw Hall Blvd Ste B , Tigard, Or",-122.7661796,45.4475719
The Herbary,Tigard,Washington,"11642 Sw Pacific Highway  Suite 100, Tigard, Or",-122.754254,45.4380042
Chalice Farms,Dundee,Yamhill,"1178 N Hwy 99W , Dundee, Or",-123.0148869,45.2739878
Green Ridge Apothecary,Mcminnville,Yamhill,"106 Ne 8Th St , Mcminnville, Or",-123.1987481,45.2134308
Medicine Tree Llc,Mcminnville,Yamhill,"2046 Or Hwy 99 Ste A , Mcminnville, Or",-123.2050852,44.2148789
New Leaf Midtown,Mcminnville,Yamhill,"2215 Ne Evans , Mcminnville, Or",-123.1948412,45.2247738
Ocean Grown Cannabis Company Llc,Mcminnville,Yamhill,"13580 Sw Hwy 99W Suite #1 , Mcminnville, Or",-123.204336,45.161171
Smooth Roots,Mcminnville,Yamhill,"1500 Sw Baker Street , Mcminnville, Or",-123.2055166,45.1981568
Top Shelf Cannabis ,Mcminnville,Yamhill,"353 Se Baker St.  Suite C, Mcminnville, Or",-123.1985502,45.2065787
Canna Bros.,Newberg,Yamhill,"2316 E Portland Rd Suite C-2 , Newberg, Or",-122.957201,45.302847
Oasis Cannabis,Newberg,Yamhill,"308 Villa Road, Suite 115 , Newberg, Or",-122.9617894,45.3025925
Western Oregon Dispensary Inc,Newberg,Yamhill,"1013 N. Springbrook Rd. , Newberg, Or",-122.947303,45.30696
Canna Bros.,Sheridan,Yamhill,"1210 W Main St , Sheridan, Or",-123.4182551,45.0975107
Pottonmouth Retail Cannabis,Sheridan,Yamhill,"950 Se Sheridan Road , Sheridan, Or",-123.3817135,45.0939535